image,steering_angle,speed
images/img_2025-06-21_10-13-31-069.png,-0.5,20
images/img_2025-06-21_10-13-28-170.png,-0.5,20
images/img_2025-06-21_10-27-18-076.png,-0.5,20
images/img_2025-06-21_10-27-20-253.png,-0.5,20
images/img_2025-06-21_10-13-28-040.png,-0.5,20
images/img_2025-06-21_10-13-34-890.png,-0.5,20
images/img_2025-06-21_10-13-34-980.png,-0.4375,20
images/img_2025-06-21_10-27-18-286.png,-0.4375,20
images/img_2025-06-21_10-13-24-971.png,-0.4375,20
images/img_2025-06-21_10-27-20-026.png,-0.4375,20
images/img_2025-06-21_10-13-31-301.png,-0.4375,20
images/img_2025-06-21_10-13-34-730.png,-0.4375,20
images/img_2025-06-21_10-13-27-930.png,-0.4375,20
images/img_2025-06-21_10-13-25-257.png,-0.4375,20
images/img_2025-06-21_10-27-20-450.png,-0.4375,20
images/img_2025-06-21_10-13-31-020.png,-0.4375,20
images/img_2025-06-21_10-13-33-150.png,-0.4375,20
images/img_2025-06-21_10-27-17-866.png,-0.4375,20
images/img_2025-06-21_10-13-28-210.png,-0.4375,20
images/img_2025-06-21_10-13-32-872.png,-0.4375,20
images/img_2025-06-21_10-13-35-000.png,-0.375,20
images/img_2025-06-21_10-27-18-311.png,-0.375,20
images/img_2025-06-21_10-13-24-940.png,-0.375,20
images/img_2025-06-21_10-27-20-006.png,-0.375,20
images/img_2025-06-21_10-13-31-330.png,-0.375,20
images/img_2025-06-21_10-13-34-700.png,-0.375,20
images/img_2025-06-21_10-13-27-910.png,-0.375,20
images/img_2025-06-21_10-13-25-280.png,-0.375,20
images/img_2025-06-21_10-27-20-472.png,-0.375,20
images/img_2025-06-21_10-13-30-995.png,-0.375,20
images/img_2025-06-21_10-13-33-172.png,-0.375,20
images/img_2025-06-21_10-27-17-826.png,-0.375,20
images/img_2025-06-21_10-13-28-230.png,-0.375,20
images/img_2025-06-21_10-13-32-860.png,-0.375,20
images/img_2025-06-21_10-13-35-020.png,-0.3125,20
images/img_2025-06-21_10-27-18-346.png,-0.3125,20
images/img_2025-06-21_10-13-24-921.png,-0.3125,20
images/img_2025-06-21_10-27-19-956.png,-0.3125,20
images/img_2025-06-21_10-13-31-345.png,-0.3125,20
images/img_2025-06-21_10-13-34-689.png,-0.3125,20
images/img_2025-06-21_10-13-27-886.png,-0.3125,20
images/img_2025-06-21_10-13-25-300.png,-0.3125,20
images/img_2025-06-21_10-27-20-506.png,-0.3125,20
images/img_2025-06-21_10-13-30-980.png,-0.3125,20
images/img_2025-06-21_10-13-33-190.png,-0.3125,20
images/img_2025-06-21_10-27-17-776.png,-0.3125,20
images/img_2025-06-21_10-13-28-260.png,-0.3125,20
images/img_2025-06-21_10-13-32-830.png,-0.3125,20
images/img_2025-06-21_10-13-35-045.png,-0.25,20
images/img_2025-06-21_10-27-18-385.png,-0.25,20
images/img_2025-06-21_10-13-24-900.png,-0.25,20
images/img_2025-06-21_10-27-19-918.png,-0.25,20
images/img_2025-06-21_10-13-31-375.png,-0.25,20
images/img_2025-06-21_10-13-34-666.png,-0.25,20
images/img_2025-06-21_10-13-27-870.png,-0.25,20
images/img_2025-06-21_10-13-25-330.png,-0.25,20
images/img_2025-06-21_10-27-20-521.png,-0.25,20
images/img_2025-06-21_10-13-30-951.png,-0.25,20
images/img_2025-06-21_10-13-33-219.png,-0.25,20
images/img_2025-06-21_10-27-17-736.png,-0.25,20
images/img_2025-06-21_10-13-28-271.png,-0.25,20
images/img_2025-06-21_10-13-32-810.png,-0.25,20
images/img_2025-06-21_10-13-35-060.png,-0.1875,20
images/img_2025-06-21_10-27-18-436.png,-0.1875,20
images/img_2025-06-21_10-13-24-880.png,-0.1875,20
images/img_2025-06-21_10-27-19-885.png,-0.1875,20
images/img_2025-06-21_10-13-31-390.png,-0.1875,20
images/img_2025-06-21_10-13-34-651.png,-0.1875,20
images/img_2025-06-21_10-13-27-840.png,-0.1875,20
images/img_2025-06-21_10-13-25-345.png,-0.1875,20
images/img_2025-06-21_10-27-20-556.png,-0.1875,20
images/img_2025-06-21_10-13-30-936.png,-0.1875,20
images/img_2025-06-21_10-13-33-235.png,-0.1875,20
images/img_2025-06-21_10-27-17-705.png,-0.1875,20
images/img_2025-06-21_10-13-28-303.png,-0.1875,20
images/img_2025-06-21_10-13-32-784.png,-0.1875,20
images/img_2025-06-21_10-36-46-919.png,-0.14,20
images/img_2025-06-21_10-36-46-441.png,-0.14,20
images/img_2025-06-21_10-36-46-823.png,-0.14,20
images/img_2025-06-21_10-36-45-004.png,-0.14,20
images/img_2025-06-21_10-36-45-977.png,-0.14,20
images/img_2025-06-21_10-36-44-353.png,-0.14,20
images/img_2025-06-21_10-36-47-423.png,-0.14,20
images/img_2025-06-21_10-36-44-895.png,-0.14,20
images/img_2025-06-21_10-36-46-114.png,-0.14,20
images/img_2025-06-21_10-36-47-151.png,-0.14,20
images/img_2025-06-21_10-36-44-045.png,-0.14,20
images/img_2025-06-21_10-36-45-740.png,-0.14,20
images/img_2025-06-21_10-36-43-917.png,-0.14,20
images/img_2025-06-21_10-36-45-277.png,-0.14,20
images/img_2025-06-21_10-36-44-203.png,-0.14,20
images/img_2025-06-21_10-36-44-381.png,-0.14,20
images/img_2025-06-21_10-36-46-849.png,-0.14,20
images/img_2025-06-21_10-36-46-223.png,-0.14,20
images/img_2025-06-21_10-36-47-313.png,-0.14,20
images/img_2025-06-21_10-36-43-943.png,-0.14,20
images/img_2025-06-21_10-36-45-500.png,-0.14,20
images/img_2025-06-21_10-36-44-013.png,-0.14,20
images/img_2025-06-21_10-36-43-825.png,-0.14,20
images/img_2025-06-21_10-36-43-753.png,-0.14,20
images/img_2025-06-21_10-36-44-397.png,-0.14,20
images/img_2025-06-21_10-36-47-392.png,-0.14,20
images/img_2025-06-21_10-36-46-044.png,-0.14,20
images/img_2025-06-21_10-36-45-023.png,-0.14,20
images/img_2025-06-21_10-36-46-893.png,-0.14,20
images/img_2025-06-21_10-36-47-486.png,-0.14,20
images/img_2025-06-21_10-36-47-003.png,-0.14,20
images/img_2025-06-21_10-36-45-576.png,-0.14,20
images/img_2025-06-21_10-36-45-123.png,-0.14,20
images/img_2025-06-21_10-36-45-713.png,-0.14,20
images/img_2025-06-21_10-36-43-536.png,-0.14,20
images/img_2025-06-21_10-36-45-964.png,-0.14,20
images/img_2025-06-21_10-36-44-753.png,-0.14,20
images/img_2025-06-21_10-36-44-686.png,-0.14,20
images/img_2025-06-21_10-36-45-354.png,-0.14,20
images/img_2025-06-21_10-36-47-334.png,-0.14,20
images/img_2025-06-21_10-36-44-260.png,-0.14,20
images/img_2025-06-21_10-36-47-049.png,-0.14,20
images/img_2025-06-21_10-36-46-497.png,-0.14,20
images/img_2025-06-21_10-36-45-933.png,-0.14,20
images/img_2025-06-21_10-36-46-873.png,-0.14,20
images/img_2025-06-21_10-36-44-514.png,-0.14,20
images/img_2025-06-21_10-36-45-666.png,-0.14,20
images/img_2025-06-21_10-36-44-124.png,-0.14,20
images/img_2025-06-21_10-36-46-699.png,-0.14,20
images/img_2025-06-21_10-36-45-303.png,-0.14,20
images/img_2025-06-21_10-36-46-025.png,-0.14,20
images/img_2025-06-21_10-36-43-805.png,-0.14,20
images/img_2025-06-21_10-36-45-254.png,-0.14,20
images/img_2025-06-21_10-36-45-755.png,-0.14,20
images/img_2025-06-21_10-36-43-649.png,-0.14,20
images/img_2025-06-21_10-36-44-285.png,-0.14,20
images/img_2025-06-21_10-36-45-517.png,-0.14,20
images/img_2025-06-21_10-36-47-092.png,-0.14,20
images/img_2025-06-21_10-36-44-563.png,-0.14,20
images/img_2025-06-21_10-36-44-657.png,-0.14,20
images/img_2025-06-21_10-36-43-593.png,-0.14,20
images/img_2025-06-21_10-36-46-984.png,-0.14,20
images/img_2025-06-21_10-36-44-429.png,-0.14,20
images/img_2025-06-21_10-36-47-133.png,-0.14,20
images/img_2025-06-21_10-36-46-313.png,-0.14,20
images/img_2025-06-21_10-36-45-325.png,-0.14,20
images/img_2025-06-21_10-36-43-776.png,-0.14,20
images/img_2025-06-21_10-36-46-004.png,-0.14,20
images/img_2025-06-21_10-36-46-353.png,-0.14,20
images/img_2025-06-21_10-36-43-487.png,-0.14,20
images/img_2025-06-21_10-36-46-609.png,-0.14,20
images/img_2025-06-21_10-36-46-625.png,-0.14,20
images/img_2025-06-21_10-36-45-216.png,-0.14,20
images/img_2025-06-21_10-36-44-733.png,-0.14,20
images/img_2025-06-21_10-36-47-173.png,-0.14,20
images/img_2025-06-21_10-36-44-333.png,-0.14,20
images/img_2025-06-21_10-36-44-636.png,-0.14,20
images/img_2025-06-21_10-36-46-413.png,-0.14,20
images/img_2025-06-21_10-36-44-236.png,-0.14,20
images/img_2025-06-21_10-36-44-187.png,-0.14,20
images/img_2025-06-21_10-36-46-535.png,-0.14,20
images/img_2025-06-21_10-36-45-653.png,-0.14,20
images/img_2025-06-21_10-36-45-604.png,-0.14,20
images/img_2025-06-21_10-36-44-587.png,-0.14,20
images/img_2025-06-21_10-36-45-873.png,-0.14,20
images/img_2025-06-21_10-36-46-284.png,-0.14,20
images/img_2025-06-21_10-36-47-470.png,-0.14,20
images/img_2025-06-21_10-36-46-964.png,-0.14,20
images/img_2025-06-21_10-36-44-803.png,-0.14,20
images/img_2025-06-21_10-36-46-654.png,-0.14,20
images/img_2025-06-21_10-36-45-135.png,-0.14,20
images/img_2025-06-21_10-36-45-453.png,-0.14,20
images/img_2025-06-21_10-36-44-444.png,-0.14,20
images/img_2025-06-21_10-36-46-372.png,-0.14,20
images/img_2025-06-21_10-36-46-567.png,-0.14,20
images/img_2025-06-21_10-36-46-743.png,-0.14,20
images/img_2025-06-21_10-36-45-166.png,-0.14,20
images/img_2025-06-21_10-36-47-524.png,-0.14,20
images/img_2025-06-21_10-36-46-093.png,-0.14,20
images/img_2025-06-21_10-36-46-199.png,-0.14,20
images/img_2025-06-21_10-36-44-959.png,-0.14,20
images/img_2025-06-21_10-36-43-623.png,-0.14,20
images/img_2025-06-21_10-36-46-524.png,-0.14,20
images/img_2025-06-21_10-36-46-713.png,-0.14,20
images/img_2025-06-21_10-36-47-295.png,-0.14,20
images/img_2025-06-21_10-36-44-843.png,-0.14,20
images/img_2025-06-21_10-36-44-493.png,-0.14,20
images/img_2025-06-21_10-36-45-627.png,-0.14,20
images/img_2025-06-21_10-36-45-554.png,-0.14,20
images/img_2025-06-21_10-36-44-474.png,-0.14,20
images/img_2025-06-21_10-36-44-784.png,-0.14,20
images/img_2025-06-21_10-36-43-695.png,-0.14,20
images/img_2025-06-21_10-36-44-703.png,-0.14,20
images/img_2025-06-21_10-36-45-367.png,-0.14,20
images/img_2025-06-21_10-36-46-668.png,-0.14,20
images/img_2025-06-21_10-36-46-327.png,-0.14,20
images/img_2025-06-21_10-36-45-888.png,-0.14,20
images/img_2025-06-21_10-36-45-693.png,-0.14,20
images/img_2025-06-21_10-36-47-194.png,-0.14,20
images/img_2025-06-21_10-36-47-215.png,-0.14,20
images/img_2025-06-21_10-36-45-829.png,-0.14,20
images/img_2025-06-21_10-36-43-724.png,-0.14,20
images/img_2025-06-21_10-36-47-407.png,-0.14,20
images/img_2025-06-21_10-36-46-399.png,-0.14,20
images/img_2025-06-21_10-36-43-864.png,-0.14,20
images/img_2025-06-21_10-36-45-094.png,-0.14,20
images/img_2025-06-21_10-36-47-025.png,-0.14,20
images/img_2025-06-21_10-36-43-569.png,-0.14,20
images/img_2025-06-21_10-36-43-973.png,-0.14,20
images/img_2025-06-21_10-36-45-418.png,-0.14,20
images/img_2025-06-21_10-36-47-104.png,-0.14,20
images/img_2025-06-21_10-36-46-936.png,-0.14,20
images/img_2025-06-21_10-36-47-254.png,-0.14,20
images/img_2025-06-21_10-36-45-183.png,-0.14,20
images/img_2025-06-21_10-36-44-984.png,-0.14,20
images/img_2025-06-21_10-36-46-264.png,-0.14,20
images/img_2025-06-21_10-36-44-879.png,-0.14,20
images/img_2025-06-21_10-36-47-503.png,-0.14,20
images/img_2025-06-21_10-36-45-075.png,-0.14,20
images/img_2025-06-21_10-36-44-833.png,-0.14,20
images/img_2025-06-21_10-36-45-804.png,-0.14,20
images/img_2025-06-21_10-36-44-094.png,-0.14,20
images/img_2025-06-21_10-36-45-044.png,-0.14,20
images/img_2025-06-21_10-36-47-443.png,-0.14,20
images/img_2025-06-21_10-36-46-788.png,-0.14,20
images/img_2025-06-21_10-36-44-540.png,-0.14,20
images/img_2025-06-21_10-36-47-353.png,-0.14,20
images/img_2025-06-21_10-36-43-515.png,-0.14,20
images/img_2025-06-21_10-36-44-943.png,-0.14,20
images/img_2025-06-21_10-36-47-234.png,-0.14,20
images/img_2025-06-21_10-36-46-803.png,-0.14,20
images/img_2025-06-21_10-36-47-273.png,-0.14,20
images/img_2025-06-21_10-36-46-180.png,-0.14,20
images/img_2025-06-21_10-36-46-064.png,-0.14,20
images/img_2025-06-21_10-36-46-477.png,-0.14,20
images/img_2025-06-21_10-36-45-784.png,-0.14,20
images/img_2025-06-21_10-36-45-469.png,-0.14,20
images/img_2025-06-21_10-36-46-584.png,-0.14,20
images/img_2025-06-21_10-36-47-550.png,-0.14,20
images/img_2025-06-21_10-36-44-074.png,-0.14,20
images/img_2025-06-21_10-36-45-398.png,-0.14,20
images/img_2025-06-21_10-36-46-240.png,-0.14,20
images/img_2025-06-21_10-36-43-887.png,-0.14,20
images/img_2025-06-21_10-36-45-914.png,-0.14,20
images/img_2025-06-21_10-36-46-137.png,-0.14,20
images/img_2025-06-21_10-36-47-797.png,-0.12,20
images/img_2025-06-21_10-36-43-323.png,-0.12,20
images/img_2025-06-21_10-36-47-696.png,-0.12,20
images/img_2025-06-21_10-36-43-396.png,-0.12,20
images/img_2025-06-21_10-13-34-610.png,-0.125,20
images/img_2025-06-21_10-13-35-083.png,-0.125,20
images/img_2025-06-21_10-36-43-457.png,-0.12,20
images/img_2025-06-21_10-36-47-583.png,-0.12,20
images/img_2025-06-21_10-27-19-836.png,-0.125,20
images/img_2025-06-21_10-13-24-837.png,-0.125,20
images/img_2025-06-21_10-13-30-910.png,-0.125,20
images/img_2025-06-21_10-36-43-346.png,-0.12,20
images/img_2025-06-21_10-13-31-418.png,-0.125,20
images/img_2025-06-21_10-27-20-576.png,-0.125,20
images/img_2025-06-21_10-27-18-456.png,-0.125,20
images/img_2025-06-21_10-36-47-634.png,-0.12,20
images/img_2025-06-21_10-13-25-375.png,-0.125,20
images/img_2025-06-21_10-13-27-820.png,-0.125,20
images/img_2025-06-21_10-36-47-757.png,-0.12,20
images/img_2025-06-21_10-13-28-320.png,-0.125,20
images/img_2025-06-21_10-36-47-714.png,-0.12,20
images/img_2025-06-21_10-36-47-624.png,-0.12,20
images/img_2025-06-21_10-36-47-779.png,-0.12,20
images/img_2025-06-21_10-36-47-598.png,-0.12,20
images/img_2025-06-21_10-36-43-428.png,-0.12,20
images/img_2025-06-21_10-36-47-661.png,-0.12,20
images/img_2025-06-21_10-13-32-768.png,-0.125,20
images/img_2025-06-21_10-36-47-566.png,-0.12,20
images/img_2025-06-21_10-36-47-823.png,-0.12,20
images/img_2025-06-21_10-13-33-260.png,-0.125,20
images/img_2025-06-21_10-27-17-656.png,-0.125,20
images/img_2025-06-21_10-36-43-283.png,-0.12,20
images/img_2025-06-21_10-36-47-741.png,-0.12,20
images/img_2025-06-21_10-36-43-084.png,-0.1,20
images/img_2025-06-21_10-23-53-890.png,-0.1,20
images/img_2025-06-21_10-25-38-596.png,-0.1,20
images/img_2025-06-21_10-25-38-870.png,-0.1,20
images/img_2025-06-21_10-23-58-557.png,-0.1,20
images/img_2025-06-21_10-36-42-835.png,-0.1,20
images/img_2025-06-21_10-35-10-312.png,-0.1,20
images/img_2025-06-21_10-35-15-906.png,-0.1,20
images/img_2025-06-21_10-23-57-809.png,-0.1,20
images/img_2025-06-21_10-23-55-612.png,-0.1,20
images/img_2025-06-21_10-23-58-427.png,-0.1,20
images/img_2025-06-21_10-35-10-494.png,-0.1,20
images/img_2025-06-21_10-23-57-186.png,-0.1,20
images/img_2025-06-21_10-36-42-805.png,-0.1,20
images/img_2025-06-21_10-35-15-424.png,-0.1,20
images/img_2025-06-21_10-35-08-654.png,-0.1,20
images/img_2025-06-21_10-35-13-614.png,-0.1,20
images/img_2025-06-21_10-37-51-173.png,-0.1,20
images/img_2025-06-21_10-35-09-107.png,-0.1,20
images/img_2025-06-21_10-25-39-192.png,-0.1,20
images/img_2025-06-21_10-35-15-884.png,-0.1,20
images/img_2025-06-21_10-37-50-323.png,-0.1,20
images/img_2025-06-21_10-25-39-241.png,-0.1,20
images/img_2025-06-21_10-35-14-384.png,-0.1,20
images/img_2025-06-21_10-23-56-647.png,-0.1,20
images/img_2025-06-21_10-23-55-747.png,-0.1,20
images/img_2025-06-21_10-36-47-953.png,-0.1,20
images/img_2025-06-21_10-37-50-057.png,-0.1,20
images/img_2025-06-21_10-35-15-865.png,-0.1,20
images/img_2025-06-21_10-23-55-888.png,-0.1,20
images/img_2025-06-21_10-25-34-787.png,-0.1,20
images/img_2025-06-21_10-25-33-648.png,-0.1,20
images/img_2025-06-21_10-35-09-494.png,-0.1,20
images/img_2025-06-21_10-23-54-662.png,-0.1,20
images/img_2025-06-21_10-23-55-107.png,-0.1,20
images/img_2025-06-21_10-35-09-724.png,-0.1,20
images/img_2025-06-21_10-25-34-901.png,-0.1,20
images/img_2025-06-21_10-25-33-239.png,-0.1,20
images/img_2025-06-21_10-23-55-371.png,-0.1,20
images/img_2025-06-21_10-25-39-507.png,-0.1,20
images/img_2025-06-21_10-23-57-427.png,-0.1,20
images/img_2025-06-21_10-37-51-343.png,-0.1,20
images/img_2025-06-21_10-25-37-116.png,-0.1,20
images/img_2025-06-21_10-25-36-119.png,-0.1,20
images/img_2025-06-21_10-23-58-621.png,-0.1,20
images/img_2025-06-21_10-25-36-947.png,-0.1,20
images/img_2025-06-21_10-35-14-154.png,-0.1,20
images/img_2025-06-21_10-23-58-411.png,-0.1,20
images/img_2025-06-21_10-35-10-023.png,-0.1,20
images/img_2025-06-21_10-35-13-240.png,-0.1,20
images/img_2025-06-21_10-25-37-967.png,-0.1,20
images/img_2025-06-21_10-23-54-940.png,-0.1,20
images/img_2025-06-21_10-23-53-341.png,-0.1,20
images/img_2025-06-21_10-25-39-619.png,-0.1,20
images/img_2025-06-21_10-25-33-994.png,-0.1,20
images/img_2025-06-21_10-36-43-264.png,-0.1,20
images/img_2025-06-21_10-35-15-699.png,-0.1,20
images/img_2025-06-21_10-35-14-514.png,-0.1,20
images/img_2025-06-21_10-25-33-453.png,-0.1,20
images/img_2025-06-21_10-35-13-950.png,-0.1,20
images/img_2025-06-21_10-37-51-373.png,-0.1,20
images/img_2025-06-21_10-36-43-231.png,-0.1,20
images/img_2025-06-21_10-23-53-867.png,-0.1,20
images/img_2025-06-21_10-35-09-954.png,-0.1,20
images/img_2025-06-21_10-37-50-785.png,-0.1,20
images/img_2025-06-21_10-25-38-976.png,-0.1,20
images/img_2025-06-21_10-23-54-538.png,-0.1,20
images/img_2025-06-21_10-23-53-679.png,-0.1,20
images/img_2025-06-21_10-25-39-175.png,-0.1,20
images/img_2025-06-21_10-25-39-593.png,-0.1,20
images/img_2025-06-21_10-23-53-177.png,-0.1,20
images/img_2025-06-21_10-25-34-121.png,-0.1,20
images/img_2025-06-21_10-25-39-027.png,-0.1,20
images/img_2025-06-21_10-25-35-617.png,-0.1,20
images/img_2025-06-21_10-25-33-257.png,-0.1,20
images/img_2025-06-21_10-25-38-388.png,-0.1,20
images/img_2025-06-21_10-36-42-788.png,-0.1,20
images/img_2025-06-21_10-25-34-517.png,-0.1,20
images/img_2025-06-21_10-25-32-359.png,-0.1,20
images/img_2025-06-21_10-25-33-507.png,-0.1,20
images/img_2025-06-21_10-35-09-406.png,-0.1,20
images/img_2025-06-21_10-35-15-785.png,-0.1,20
images/img_2025-06-21_10-35-08-881.png,-0.1,20
images/img_2025-06-21_10-25-34-188.png,-0.1,20
images/img_2025-06-21_10-35-10-615.png,-0.1,20
images/img_2025-06-21_10-25-38-961.png,-0.1,20
images/img_2025-06-21_10-35-13-654.png,-0.1,20
images/img_2025-06-21_10-25-36-757.png,-0.1,20
images/img_2025-06-21_10-23-54-109.png,-0.1,20
images/img_2025-06-21_10-23-56-721.png,-0.1,20
images/img_2025-06-21_10-35-09-904.png,-0.1,20
images/img_2025-06-21_10-25-36-187.png,-0.1,20
images/img_2025-06-21_10-25-34-926.png,-0.1,20
images/img_2025-06-21_10-23-54-847.png,-0.1,20
images/img_2025-06-21_10-25-33-017.png,-0.1,20
images/img_2025-06-21_10-23-54-877.png,-0.1,20
images/img_2025-06-21_10-25-32-988.png,-0.1,20
images/img_2025-06-21_10-35-12-364.png,-0.1,20
images/img_2025-06-21_10-37-49-793.png,-0.1,20
images/img_2025-06-21_10-23-58-387.png,-0.1,20
images/img_2025-06-21_10-35-11-247.png,-0.1,20
images/img_2025-06-21_10-25-34-393.png,-0.1,20
images/img_2025-06-21_10-23-57-587.png,-0.1,20
images/img_2025-06-21_10-25-39-486.png,-0.1,20
images/img_2025-06-21_10-35-12-854.png,-0.1,20
images/img_2025-06-21_10-23-58-170.png,-0.1,20
images/img_2025-06-21_10-25-39-657.png,-0.1,20
images/img_2025-06-21_10-25-33-120.png,-0.1,20
images/img_2025-06-21_10-23-58-187.png,-0.1,20
images/img_2025-06-21_10-35-16-007.png,-0.1,20
images/img_2025-06-21_10-23-55-727.png,-0.1,20
images/img_2025-06-21_10-23-55-426.png,-0.1,20
images/img_2025-06-21_10-23-54-779.png,-0.1,20
images/img_2025-06-21_10-37-50-983.png,-0.1,20
images/img_2025-06-21_10-25-34-142.png,-0.1,20
images/img_2025-06-21_10-25-31-571.png,-0.1,20
images/img_2025-06-21_10-35-13-088.png,-0.1,20
images/img_2025-06-21_10-35-14-793.png,-0.1,20
images/img_2025-06-21_10-35-09-159.png,-0.1,20
images/img_2025-06-21_10-25-34-669.png,-0.1,20
images/img_2025-06-21_10-23-55-937.png,-0.1,20
images/img_2025-06-21_10-37-50-393.png,-0.1,20
images/img_2025-06-21_10-35-09-704.png,-0.1,20
images/img_2025-06-21_10-25-39-577.png,-0.1,20
images/img_2025-06-21_10-25-39-817.png,-0.1,20
images/img_2025-06-21_10-23-58-521.png,-0.1,20
images/img_2025-06-21_10-35-13-484.png,-0.1,20
images/img_2025-06-21_10-37-50-695.png,-0.1,20
images/img_2025-06-21_10-25-34-446.png,-0.1,20
images/img_2025-06-21_10-25-37-904.png,-0.1,20
images/img_2025-06-21_10-35-12-744.png,-0.1,20
images/img_2025-06-21_10-35-16-049.png,-0.1,20
images/img_2025-06-21_10-25-33-427.png,-0.1,20
images/img_2025-06-21_10-25-33-889.png,-0.1,20
images/img_2025-06-21_10-35-08-627.png,-0.1,20
images/img_2025-06-21_10-25-39-842.png,-0.1,20
images/img_2025-06-21_10-25-37-494.png,-0.1,20
images/img_2025-06-21_10-37-50-123.png,-0.1,20
images/img_2025-06-21_10-35-12-994.png,-0.1,20
images/img_2025-06-21_10-37-49-893.png,-0.1,20
images/img_2025-06-21_10-25-36-006.png,-0.1,20
images/img_2025-06-21_10-25-37-536.png,-0.1,20
images/img_2025-06-21_10-35-11-155.png,-0.1,20
images/img_2025-06-21_10-25-31-421.png,-0.1,20
images/img_2025-06-21_10-25-34-997.png,-0.1,20
images/img_2025-06-21_10-35-15-376.png,-0.1,20
images/img_2025-06-21_10-25-37-256.png,-0.1,20
images/img_2025-06-21_10-37-51-595.png,-0.1,20
images/img_2025-06-21_10-25-39-357.png,-0.1,20
images/img_2025-06-21_10-23-54-567.png,-0.1,20
images/img_2025-06-21_10-23-56-223.png,-0.1,20
images/img_2025-06-21_10-37-50-553.png,-0.1,20
